article,highlights
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'P', 'OY', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'V', 'Y', 'UW', 'SIL']",My point of view
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'P', 'OY', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'V', 'Y', 'UW', 'SIL']",My point of view
"Translate phoneme to English sentence: ['B', 'IH', 'K', 'AO', 'Z', 'SIL', 'DH', 'EH', 'R', 'SIL', 'AA', 'R', 'SIL', 'M', 'EH', 'N', 'IY', 'SIL', 'IH', 'N', 'T', 'UW', 'AH', 'N', 'S', 'SIL', 'IH', 'N', 'SIL', 'AA', 'R', 'JH', 'AH', 'N', 'SIL']",Because there are many Italians in Argentina
"Translate phoneme to English sentence: ['B', 'IH', 'K', 'AO', 'Z', 'SIL', 'DH', 'EH', 'R', 'SIL', 'AA', 'R', 'SIL', 'M', 'EH', 'N', 'IY', 'SIL', 'IH', 'T', 'AE', 'L', 'Y', 'AH', 'N', 'Z', 'SIL', 'IH', 'N', 'SIL', 'AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH', 'SIL']",Because there are many Italians in Argentina
"Translate phoneme to English sentence: ['IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'G', 'ER', 'AA', 'ZH', 'SIL']",In the garage
"Translate phoneme to English sentence: ['IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'G', 'ER', 'AA', 'ZH', 'SIL']",In the garage
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'M', 'OW', 'M', 'SIL', 'T', 'AA', 'T', 'SIL', 'IH', 'N', 'K', 'L', 'AE', 'SH', 'SIL', 'AE', 'Z', 'SIL', 'AH', 'SIL', 'S', 'EH', 'K', 'AH', 'N', 'D', 'SIL', 'L', 'OW', 'G', 'ER', 'Z', 'SIL']",My mom taught English as a second language
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'M', 'AA', 'M', 'SIL', 'T', 'AO', 'T', 'SIL', 'IH', 'NG', 'G', 'L', 'IH', 'SH', 'SIL', 'AE', 'Z', 'SIL', 'AH', 'SIL', 'S', 'EH', 'K', 'AH', 'N', 'D', 'SIL', 'L', 'AE', 'NG', 'G', 'W', 'AH', 'JH', 'SIL']",My mom taught English as a second language
"Translate phoneme to English sentence: ['CH', 'EH', 'K', 'SIL', 'M', 'AY', 'SIL', 'B', 'AE', 'L', 'AH', 'S', 'SIL', 'AH', 'N', 'D', 'SIL', 'M', 'AY', 'SIL', 'B', 'UH', 'K', 'SIL']",Check my balance and my book
"Translate phoneme to English sentence: ['CH', 'EH', 'K', 'SIL', 'M', 'AY', 'SIL', 'B', 'AE', 'L', 'AH', 'N', 'S', 'SIL', 'AH', 'N', 'D', 'SIL', 'M', 'AY', 'SIL', 'B', 'UH', 'K', 'SIL']",Check my balance and my book
"Translate phoneme to English sentence: ['IH', 'L', 'AH', 'SIL', 'S', 'T', 'EY', 'T', 'SIL', 'AE', 'T', 'SIL', 'N', 'AO', 'R', 'TH', 'SIL', 'D', 'AH', 'G', 'OW', 'SIL', 'S', 'T', 'EY', 'T', 'SIL']",Illinois State at North Dakota State
"Translate phoneme to English sentence: ['IH', 'L', 'AH', 'N', 'OY', 'SIL', 'S', 'T', 'EY', 'T', 'SIL', 'AE', 'T', 'SIL', 'N', 'AO', 'R', 'TH', 'SIL', 'D', 'AH', 'K', 'OW', 'T', 'AH', 'SIL', 'S', 'T', 'EY', 'T', 'SIL']",Illinois State at North Dakota State
"Translate phoneme to English sentence: ['CH', 'IH', 'K', 'AH', 'N', 'SIL', 'B', 'IY', 'V', 'SIL', 'AH', 'N', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL', 'K', 'AY', 'N', 'D', 'SIL', 'AH', 'V', 'SIL', 'S', 'AH', 'M', 'SIL']",Chicken beef and that kind of stuff
"Translate phoneme to English sentence: ['CH', 'IH', 'K', 'AH', 'N', 'SIL', 'B', 'IY', 'F', 'SIL', 'AH', 'N', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL', 'K', 'AY', 'N', 'D', 'SIL', 'AH', 'V', 'SIL', 'S', 'T', 'AH', 'F', 'SIL']",Chicken beef and that kind of stuff
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL', 'AA', 'N', 'SIL', 'DH', 'EH', 'R', 'SIL']",What was going on there
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL', 'AA', 'N', 'SIL', 'DH', 'EH', 'R', 'SIL']",What was going on there
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'M', 'AY', 'SIL', 'F', 'ER', 'S', 'T', 'SIL', 'T', 'AY', 'M', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'S', 'T', 'EY', 'T', 'SIL', 'AH', 'V', 'SIL', 'OW', 'HH', 'EY', 'OW', 'SIL']",It was my first time in the state of Ohio
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'M', 'AY', 'SIL', 'F', 'ER', 'S', 'T', 'SIL', 'T', 'AY', 'M', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'S', 'T', 'EY', 'T', 'SIL', 'AH', 'V', 'SIL', 'OW', 'HH', 'AY', 'OW', 'SIL']",It was my first time in the state of Ohio
"Translate phoneme to English sentence: ['AH', 'SIL', 'S', 'ER', 'T', 'AH', 'N', 'SIL', 'AH', 'M', 'AW', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'DH', 'EH', 'R', 'SIL', 'S', 'AE', 'L', 'ER', 'IY', 'SIL', 'W', 'UH', 'D', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'IH', 'T', 'SIL']",A certain amount of their salary would go to it
"Translate phoneme to English sentence: ['AH', 'SIL', 'S', 'ER', 'T', 'AH', 'N', 'SIL', 'AH', 'M', 'AW', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'DH', 'EH', 'R', 'SIL', 'S', 'AE', 'L', 'ER', 'IY', 'SIL', 'W', 'UH', 'D', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'IH', 'T', 'SIL']",A certain amount of their salary would go to it
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'IH', 'N', 'SIL', 'DH', 'EH', 'R', 'SIL']",They're in there
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'IH', 'N', 'SIL', 'DH', 'EH', 'R', 'SIL']",They're in there
"Translate phoneme to English sentence: ['AH', 'V', 'SIL', 'K', 'AO', 'R', 'S', 'SIL', 'IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'W', 'IH', 'DH', 'SIL', 'AH', 'SIL', 'G', 'R', 'UW', 'P', 'SIL']",Of course it was with a group
"Translate phoneme to English sentence: ['AH', 'V', 'SIL', 'K', 'AO', 'R', 'S', 'SIL', 'IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'W', 'IH', 'DH', 'SIL', 'AH', 'SIL', 'G', 'R', 'UW', 'P', 'SIL']",Of course it was with a group
"Translate phoneme to English sentence: ['AH', 'S', 'EH', 'L', 'IY', 'SIL', 'IH', 'F', 'SIL', 'Y', 'UH', 'R', 'SIL', 'IH', 'N', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'T', 'R', 'AE', 'F', 'AH', 'L', 'SIL']",Especially if you're in a lot of traffic
"Translate phoneme to English sentence: ['AH', 'S', 'P', 'EH', 'SH', 'L', 'IY', 'SIL', 'IH', 'F', 'SIL', 'Y', 'UH', 'R', 'SIL', 'IH', 'N', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'T', 'R', 'AE', 'F', 'IH', 'K', 'SIL']",Especially if you're in a lot of traffic
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'G', 'OW', 'SIL', 'AW', 'T', 'SIL', 'W', 'IH', 'DH', 'SIL', 'F', 'R', 'EH', 'N', 'D', 'Z', 'SIL']",We go out with friends
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'G', 'OW', 'SIL', 'AW', 'T', 'SIL', 'W', 'IH', 'DH', 'SIL', 'F', 'R', 'EH', 'N', 'D', 'Z', 'SIL']",We go out with friends
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'D', 'IH', 'P', 'AA', 'R', 'T', 'M', 'AH', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'IH', 'F', 'EH', 'K', 'SH', 'AH', 'L', 'SIL', 'IH', 'Z', 'SIL', 'DH', 'AH', 'SIL', 'AO', 'L', 'W', 'AH', 'N', 'SIL', 'D', 'IH', 'S', 'IH', 'ZH', 'AH', 'N', 'SIL', 'M', 'EY', 'K', 'ER', 'SIL']",The Department of Infrastructure is the ultimate decision maker
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'D', 'IH', 'P', 'AA', 'R', 'T', 'M', 'AH', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'IH', 'N', 'F', 'R', 'AH', 'S', 'T', 'R', 'AH', 'K', 'CH', 'ER', 'SIL', 'IH', 'Z', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'L', 'T', 'AH', 'M', 'AH', 'T', 'SIL', 'D', 'IH', 'S', 'IH', 'ZH', 'AH', 'N', 'SIL', 'M', 'EY', 'K', 'ER', 'SIL']",The Department of Infrastructure is the ultimate decision maker
"Translate phoneme to English sentence: ['AY', 'SIL', 'M', 'IY', 'N', 'SIL', 'AY', 'M', 'SIL', 'D', 'R', 'AY', 'V', 'IH', 'NG', 'SIL', 'AH', 'SIL', 'P', 'IY', 'S', 'SIL', 'AH', 'V', 'SIL', 'JH', 'AH', 'G', 'SIL']",I mean I'm driving a piece of junk
"Translate phoneme to English sentence: ['AY', 'SIL', 'M', 'IY', 'N', 'SIL', 'AY', 'M', 'SIL', 'D', 'R', 'AY', 'V', 'IH', 'NG', 'SIL', 'AH', 'SIL', 'P', 'IY', 'S', 'SIL', 'AH', 'V', 'SIL', 'JH', 'AH', 'NG', 'K', 'SIL']",I mean I'm driving a piece of junk
"Translate phoneme to English sentence: ['AY', 'SIL', 'G', 'R', 'UW', 'SIL', 'AH', 'P', 'SIL', 'F', 'IH', 'SH', 'IH', 'NG', 'SIL']",I grew up fishing
"Translate phoneme to English sentence: ['AY', 'SIL', 'G', 'R', 'UW', 'SIL', 'AH', 'P', 'SIL', 'F', 'IH', 'SH', 'IH', 'NG', 'SIL']",I grew up fishing
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",It's a lot of money
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",It's a lot of money
"Translate phoneme to English sentence: ['S', 'AH', 'M', 'SIL', 'SH', 'OW', 'Z', 'SIL', 'AA', 'R', 'SIL', 'G', 'UH', 'D', 'SIL']",Some shows are good
"Translate phoneme to English sentence: ['S', 'AH', 'M', 'SIL', 'SH', 'OW', 'Z', 'SIL', 'AA', 'R', 'SIL', 'G', 'UH', 'D', 'SIL']",Some shows are good
"Translate phoneme to English sentence: ['IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'SH', 'OW', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'S', 'UW', 'P', 'ER', 'SIL', 'P', 'AW', 'ER', 'Z', 'SIL']",In the show they have super powers
"Translate phoneme to English sentence: ['IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'SH', 'OW', 'SIL', 'DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'S', 'UW', 'P', 'ER', 'SIL', 'P', 'AW', 'ER', 'Z', 'SIL']",In the show they have super powers
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'W', 'AA', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'B', 'IH', 'G', 'SIL', 'P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'SIL']",There was that big problem
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'W', 'AA', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'B', 'IH', 'G', 'SIL', 'P', 'R', 'AA', 'B', 'L', 'AH', 'M', 'SIL']",There was that big problem
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'AH', 'N', 'T', 'SIL', 'EH', 'V', 'ER', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL']",I haven't ever used that
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'AH', 'N', 'T', 'SIL', 'EH', 'V', 'ER', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL']",I haven't ever used that
"Translate phoneme to English sentence: ['F', 'R', 'AH', 'M', 'SIL', 'AW', 'ER', 'SIL', 'D', 'EY', 'L', 'IY', 'SIL', 'R', 'UW', 'T', 'IY', 'N', 'SIL']",From our daily routine
"Translate phoneme to English sentence: ['F', 'R', 'AH', 'M', 'SIL', 'AW', 'ER', 'SIL', 'D', 'EY', 'L', 'IY', 'SIL', 'R', 'UW', 'T', 'IY', 'N', 'SIL']",From our daily routine
"Translate phoneme to English sentence: ['W', 'IH', 'SH', 'SIL', 'AH', 'N', 'D', 'SIL', 'TH', 'IH', 'NG', 'Z', 'SIL', 'L', 'AY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AY', 'SIL', 'M', 'IY', 'N', 'SIL', 'R', 'AY', 'T', 'SIL', 'N', 'AW', 'SIL']",Race and things like that I mean right now
"Translate phoneme to English sentence: ['R', 'EY', 'S', 'SIL', 'AH', 'N', 'D', 'SIL', 'TH', 'IH', 'NG', 'Z', 'SIL', 'L', 'AY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AY', 'SIL', 'M', 'IY', 'N', 'SIL', 'R', 'AY', 'T', 'SIL', 'N', 'AW', 'SIL']",Race and things like that I mean right now
"Translate phoneme to English sentence: ['AY', 'SIL', 'K', 'AE', 'N', 'T', 'SIL', 'N', 'EH', 'K', 'S', 'ER', 'L', 'IY', 'SIL', 'P', 'L', 'EY', 'M', 'SIL', 'DH', 'EH', 'M', 'SIL']",I can't necessarily blame them
"Translate phoneme to English sentence: ['AY', 'SIL', 'K', 'AE', 'N', 'T', 'SIL', 'N', 'EH', 'S', 'AH', 'S', 'EH', 'R', 'AH', 'L', 'IY', 'SIL', 'B', 'L', 'EY', 'M', 'SIL', 'DH', 'EH', 'M', 'SIL']",I can't necessarily blame them
"Translate phoneme to English sentence: ['W', 'IY', 'R', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'F', 'AA', 'R', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'AW', 'ER', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'Z', 'SIL']",We're very far from our families
"Translate phoneme to English sentence: ['W', 'IY', 'R', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'F', 'AA', 'R', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'AW', 'ER', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'Z', 'SIL']",We're very far from our families
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'L', 'AH', 'V', 'SIL', 'IH', 'N', 'SIL', 'P', 'EH', 'S', 'AH', 'V', 'IH', 'NG', 'SIL']",You live in Pennsylvania
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'L', 'AY', 'V', 'SIL', 'IH', 'N', 'SIL', 'P', 'EH', 'N', 'S', 'AH', 'L', 'V', 'EY', 'N', 'Y', 'AH', 'SIL']",You live in Pennsylvania
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'D', 'IH', 'S', 'T', 'R', 'OY', 'D', 'SIL', 'B', 'AY', 'SIL', 'DH', 'AH', 'SIL', 'EH', 'N', 'D', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'Y', 'IH', 'R', 'SIL']",It was destroyed by the end of the year
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'D', 'IH', 'S', 'T', 'R', 'OY', 'D', 'SIL', 'B', 'AY', 'SIL', 'DH', 'AH', 'SIL', 'EH', 'N', 'D', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'Y', 'IH', 'R', 'SIL']",It was destroyed by the end of the year
"Translate phoneme to English sentence: ['Y', 'UH', 'R', 'SIL', 'AH', 'SIL', 'M', 'AO', 'R', 'M', 'AH', 'N', 'SIL', 'DH', 'AE', 'N', 'SIL']",You're a Mormon then
"Translate phoneme to English sentence: ['Y', 'UH', 'R', 'SIL', 'AH', 'SIL', 'M', 'AO', 'R', 'M', 'AH', 'N', 'SIL', 'DH', 'EH', 'N', 'SIL']",You're a Mormon then
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'UH', 'D', 'SIL', 'B', 'IY', 'SIL', 'HH', 'AA', 'R', 'D', 'SIL']",Oh that would be hard
"Translate phoneme to English sentence: ['OW', 'SIL', 'DH', 'AE', 'T', 'SIL', 'W', 'UH', 'D', 'SIL', 'B', 'IY', 'SIL', 'HH', 'AA', 'R', 'D', 'SIL']",Oh that would be hard
"Translate phoneme to English sentence: ['HH', 'AE', 'V', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL', 'L', 'AH', 'G', 'ZH', 'ER', 'IY', 'SIL', 'B', 'AH', 'T', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'B', 'AO', 'R', 'SIL']",Have little material luxury but want a lot more
"Translate phoneme to English sentence: ['HH', 'AE', 'V', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L', 'SIL', 'L', 'AH', 'G', 'ZH', 'ER', 'IY', 'SIL', 'B', 'AH', 'T', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'M', 'AO', 'R', 'SIL']",Have little material luxury but want a lot more
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'D', 'SIL', 'AH', 'SIL', 'K', 'AO', 'L', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'D', 'EY', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'B', 'AH', 'V', 'IH', 'K', 'SIL']",I had a call the other day from Birmingham
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'D', 'SIL', 'AH', 'SIL', 'K', 'AO', 'L', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'D', 'EY', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'B', 'ER', 'M', 'IH', 'NG', 'HH', 'AE', 'M', 'SIL']",I had a call the other day from Birmingham
"Translate phoneme to English sentence: ['V', 'OY', 'S', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'P', 'IY', 'P', 'AH', 'L', 'SIL']",Voice of the People
"Translate phoneme to English sentence: ['V', 'OY', 'S', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'P', 'IY', 'P', 'AH', 'L', 'SIL']",Voice of the People
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'DH', 'AH', 'SIL', 'L', 'AY', 'K', 'AH', 'L', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'IH', 'T', 'S', 'EH', 'L', 'F', 'SIL', 'IH', 'Z', 'SIL', 'F', 'AH', 'N', 'SIL']",I think the Catholic religion itself is fine
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'DH', 'AH', 'SIL', 'K', 'AE', 'TH', 'L', 'IH', 'K', 'SIL', 'R', 'IH', 'L', 'IH', 'JH', 'AH', 'N', 'SIL', 'IH', 'T', 'S', 'EH', 'L', 'F', 'SIL', 'IH', 'Z', 'SIL', 'F', 'AY', 'N', 'SIL']",I think the Catholic religion itself is fine
"Translate phoneme to English sentence: ['Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L', 'IY', 'SIL', 'W', 'IY', 'SIL', 'G', 'EH', 'T', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'W', 'AH', 'N', 'SIL', 'AO', 'R', 'SIL', 'T', 'UW', 'SIL', 'K', 'AO', 'L', 'Z', 'SIL', 'AH', 'SIL', 'D', 'EY', 'SIL']",Usually we get about one or two calls a day
"Translate phoneme to English sentence: ['Y', 'UW', 'ZH', 'AH', 'W', 'AH', 'L', 'IY', 'SIL', 'W', 'IY', 'SIL', 'G', 'EH', 'T', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'W', 'AH', 'N', 'SIL', 'AO', 'R', 'SIL', 'T', 'UW', 'SIL', 'K', 'AO', 'L', 'Z', 'SIL', 'AH', 'SIL', 'D', 'EY', 'SIL']",Usually we get about one or two calls a day
"Translate phoneme to English sentence: ['T', 'R', 'AE', 'S', 'P', 'IH', 'SH', 'AH', 'L', 'SIL', 'L', 'UH', 'K', 'IH', 'NG', 'SIL']",Traditional looking
"Translate phoneme to English sentence: ['T', 'R', 'AH', 'D', 'IH', 'SH', 'AH', 'N', 'AH', 'L', 'SIL', 'L', 'UH', 'K', 'IH', 'NG', 'SIL']",Traditional looking
"Translate phoneme to English sentence: ['AY', 'SIL', 'M', 'IY', 'N', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'F', 'IH', 'F', 'T', 'IY', 'N', 'SIL', 'T', 'UW', 'SIL', 'K', 'W', 'EH', 'N', 'T', 'IY', 'SIL', 'P', 'ER', 'S', 'EH', 'N', 'T', 'SIL']",I mean about fifteen to twenty percent
"Translate phoneme to English sentence: ['AY', 'SIL', 'M', 'IY', 'N', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'F', 'IH', 'F', 'T', 'IY', 'N', 'SIL', 'T', 'UW', 'SIL', 'T', 'W', 'EH', 'N', 'T', 'IY', 'SIL', 'P', 'ER', 'S', 'EH', 'N', 'T', 'SIL']",I mean about fifteen to twenty percent
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'F', 'ER', 'S', 'T', 'SIL', 'D', 'ER', 'EH', 'K', 'SH', 'AH', 'N', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AY', 'SIL', 'K', 'AE', 'N', 'SIL', 'S', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'AH', 'P', 'SIL', 'AH', 'HH', 'EH', 'D', 'SIL']",The first direction that I can see is up ahead
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'F', 'ER', 'S', 'T', 'SIL', 'D', 'ER', 'EH', 'K', 'SH', 'AH', 'N', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AY', 'SIL', 'K', 'AE', 'N', 'SIL', 'S', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'AH', 'P', 'SIL', 'AH', 'HH', 'EH', 'D', 'SIL']",The first direction that I can see is up ahead
"Translate phoneme to English sentence: ['B', 'R', 'AH', 'K', 'S', 'SIL', 'D', 'IH', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'S', 'OW', 'IH', 'T', 'SIL', 'P', 'R', 'EH', 'S', 'SIL']",Broadcast division of the Associated Press
"Translate phoneme to English sentence: ['B', 'R', 'AO', 'D', 'K', 'AE', 'S', 'T', 'SIL', 'D', 'IH', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'S', 'OW', 'S', 'IY', 'EY', 'T', 'IH', 'D', 'SIL', 'P', 'R', 'EH', 'S', 'SIL']",Broadcast division of the Associated Press
"Translate phoneme to English sentence: ['K', 'R', 'IY', 'EY', 'T', 'SIL', 'AH', 'SIL', 'S', 'P', 'AO', 'R', 'T', 'S', 'SIL', 'D', 'IH', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL']",Create a sports division
"Translate phoneme to English sentence: ['K', 'R', 'IY', 'EY', 'T', 'SIL', 'AH', 'SIL', 'S', 'P', 'AO', 'R', 'T', 'S', 'SIL', 'D', 'IH', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL']",Create a sports division
"Translate phoneme to English sentence: ['AY', 'SIL', 'K', 'AE', 'N', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'SIL', 'D', 'UW', 'IH', 'NG', 'SIL', 'IH', 'T', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'IY', 'V', 'N', 'IH', 'NG', 'SIL', 'AE', 'F', 'T', 'ER', 'SIL', 'W', 'ER', 'K', 'SIL']",I can start doing it in the evening after work
"Translate phoneme to English sentence: ['AY', 'SIL', 'K', 'AE', 'N', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'SIL', 'D', 'UW', 'IH', 'NG', 'SIL', 'IH', 'T', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'IY', 'V', 'N', 'IH', 'NG', 'SIL', 'AE', 'F', 'T', 'ER', 'SIL', 'W', 'ER', 'K', 'SIL']",I can start doing it in the evening after work
"Translate phoneme to English sentence: ['JH', 'AH', 'S', 'T', 'SIL', 'F', 'AO', 'R', 'SIL', 'DH', 'AE', 'T', 'SIL', 'R', 'IY', 'Z', 'AH', 'N', 'SIL']",Just for that reason
"Translate phoneme to English sentence: ['JH', 'AH', 'S', 'T', 'SIL', 'F', 'AO', 'R', 'SIL', 'DH', 'AE', 'T', 'SIL', 'R', 'IY', 'Z', 'AH', 'N', 'SIL']",Just for that reason
"Translate phoneme to English sentence: ['W', 'IY', 'R', 'SIL', 'R', 'EH', 'T', 'IH', 'NG', 'SIL', 'AH', 'SIL', 'AW', 'T', 'S', 'SIL']",We're renting a house
"Translate phoneme to English sentence: ['W', 'IY', 'R', 'SIL', 'R', 'EH', 'N', 'T', 'IH', 'NG', 'SIL', 'AH', 'SIL', 'HH', 'AW', 'S', 'SIL']",We're renting a house
"Translate phoneme to English sentence: ['AY', 'SIL', 'AO', 'L', 'M', 'OW', 'S', 'T', 'SIL', 'F', 'ER', 'AA', 'N', 'T', 'SIL', 'DH', 'AH', 'SIL', 'T', 'AA', 'P', 'IH', 'K', 'SIL']",I almost forgot the topic
"Translate phoneme to English sentence: ['AY', 'SIL', 'AO', 'L', 'M', 'OW', 'S', 'T', 'SIL', 'F', 'ER', 'G', 'AA', 'T', 'SIL', 'DH', 'AH', 'SIL', 'T', 'AA', 'P', 'IH', 'K', 'SIL']",I almost forgot the topic
